Time (s),X (m),Y (m)
267.20001,-0.633322926776685,-1.36945786996004
267.39999,-0.630283537053984,-1.36152204659904
267.60001,-0.622265538198377,-1.34732764317824
267.80002,-0.610634231328376,-1.32855056976504
268,-0.597021741214277,-1.30710577708124
268.20001,-0.583210698829177,-1.28504314946234
268.39999,-0.571044412274176,-1.26440854733684
268.60001,-0.562230068659176,-1.24710284405174
268.80002,-0.558178822563775,-1.23473613114524
269,-0.559896009693475,-1.22854360586824
269.20001,-0.567912709752079,-1.22937213570414
269.39999,-0.582257501085977,-1.23764256414974
269.60001,-0.602447924882284,-1.25333480497714
269.80002,-0.627565983122977,-1.27599980463744
270,-0.656353496731185,-1.30478954917524
270.20001,-0.687370508810886,-1.33850292595324
270.39999,-0.719083543632578,-1.37564350968754
270.60001,-0.749973843637974,-1.41449881216024
270.80002,-0.778634221582479,-1.45324667822794
271,-0.803901074880074,-1.49007874433654
271.20001,-0.824791134070281,-1.52333930459314
271.39999,-0.840667266002683,-1.55164448039894
271.60001,-0.851175089849178,-1.57397006157864
271.80002,-0.856349480688976,-1.58973477389524
272,-0.85655068278588,-1.59882965600274
272.20001,-0.852449044884281,-1.60157319337264
272.39999,-0.844922373047581,-1.59863576889814
272.60001,-0.835046804236782,-1.59095632185664
272.80002,-0.823983175816878,-1.57966468804994
273,-0.812936047905879,-1.56600132957034
273.20001,-0.803028432036882,-1.55121979292974
273.39999,-0.795200776980977,-1.53648936791404
273.60001,-0.790163140420177,-1.52289605719974
273.80002,-0.788477159806973,-1.51145908882324
274,-0.790474399112782,-1.50312309139584
274.20001,-0.796281562700585,-1.49870560524964
274.39999,-0.80566101528828,-1.49882017506864
274.60001,-0.818028443659486,-1.50382171710654
274.80002,-0.832522959905376,-1.51379531062544
275,-0.848150007363785,-1.52856548991894
275.20001,-0.863819203310683,-1.54769136743094
275.39999,-0.878409678065282,-1.57044746443234
275.60001,-0.890801909594984,-1.59583085829814
275.80002,-0.899958965606984,-1.62262824620684
276,-0.905080032302379,-1.64953947660674
276.20001,-0.905773309020475,-1.67531484631364
276.39999,-0.902017619720283,-1.69884521918754
276.60001,-0.894131584266077,-1.71920031878254
276.80002,-0.882651595963679,-1.73565749289724
277,-0.86824918123358,-1.74774204588464
277.20001,-0.851709156869973,-1.75528105157184
277.39999,-0.833942575080386,-1.75844295401774
277.60001,-0.815970986868379,-1.75773586227624
277.80002,-0.798911544127876,-1.75395512210544
278,-0.783840482730284,-1.74809670091234
278.20001,-0.77173035239818,-1.74126290036034
278.39999,-0.763359786268282,-1.73458219731004
278.60001,-0.759303810641086,-1.72914549683524
278.80002,-0.759896818317074,-1.72595048153974
279,-0.765155467675385,-1.72584976928024
279.20001,-0.774776496043685,-1.72948863326614
279.39999,-0.788200506074873,-1.73726293669144
279.60001,-0.804567084629483,-1.74929142884304
279.80002,-0.822855475385481,-1.76541076734544
280,-0.841973415748583,-1.78517820471884
280.20001,-0.860745732593173,-1.80786597380144
280.39999,-0.878031832857673,-1.83247465040654
280.60001,-0.892719179730179,-1.85777597128824
280.80002,-0.903784691523683,-1.88239448589734
281,-0.91039031902038,-1.90491270362914
281.20001,-0.911886370647281,-1.92398635820624
281.39999,-0.907860931066779,-1.93844751427164
281.60001,-0.898158251589877,-1.94742219293584
281.80002,-0.882964019153079,-1.95042752163084
282,-0.86283617013838,-1.94743144078004
282.20001,-0.838695148935273,-1.93885115968184
282.39999,-0.811752680142476,-1.92550533187654
282.60001,-0.783468298533478,-1.90855070158194
282.80002,-0.755441793960173,-1.88941503161384
283,-0.729330034686285,-1.86971560436164
283.20001,-0.706734020028179,-1.85114478041704
283.39999,-0.689039963826275,-1.83533221199704
283.60001,-0.677338258335979,-1.82371526142104
283.80002,-0.672329479279085,-1.81743584656034
284,-0.674373255020385,-1.81726310546314
284.20001,-0.683399098101475,-1.82353104257914
284.39999,-0.698968743335882,-1.83609458515984
284.60001,-0.720262519365974,-1.85433571841124
284.80002,-0.746180276181974,-1.87721710990434
285,-0.775354623055179,-1.90336308297224
285.20001,-0.806254516817774,-1.93113823961284
285.39999,-0.837147849064877,-1.95873111539084
285.60001,-0.866217647996876,-1.98426730040294
285.80002,-0.89165593738278,-2.00596489065134
286,-0.911940320333685,-2.02230766011424
286.20001,-0.925950038934275,-2.03217832212234
286.39999,-0.93309122421978,-2.03491413638354
286.60001,-0.933260456676877,-2.03031249445804
286.80002,-0.92685232363938,-2.01863510681644
287,-0.914811113613681,-2.00061835078364
287.20001,-0.898590056007478,-1.97745864159324
287.39999,-0.879998302267083,-1.95073425407484
287.60001,-0.861043493510678,-1.92228129998564
287.80002,-0.843697070848378,-1.89405338937794
288,-0.829753873063083,-1.86799493303354
288.20001,-0.820786102584279,-1.84592112601904
288.39999,-0.817968660623279,-1.82938255854294
288.60001,-0.821998725549378,-1.81951820125214
288.80002,-0.832924400486377,-1.81692962786164
289,-0.85015872085728,-1.82161684332804
289.20001,-0.872520565252785,-1.83298452026544
289.39999,-0.898357430728382,-1.84991435538864
289.60001,-0.92576449504368,-1.87087611090384
289.80002,-0.95275599566358,-1.89406821992664
290,-0.977448870241375,-1.91757324391794
290.20001,-0.998242221019083,-1.93951331483514
290.39999,-1.01388029212377,-1.95819433671994
290.60001,-1.02359679402768,-1.97224203175794
290.80002,-1.02713278542078,-1.98071157373844
291,-1.02477983646578,-1.98317601859964
291.20001,-1.01737052547358,-1.97975923587054
291.39999,-1.00615745773229,-1.97110599646924
291.60001,-0.992665273110674,-1.95828556130194
291.80002,-0.978541107291079,-1.94266620237954
292,-0.965369987981973,-1.92578426087614
292.20001,-0.954624626549475,-1.90921549548594
292.39999,-0.947487032882677,-1.89444393565014
292.60001,-0.944814718021277,-1.88271641732424
292.80002,-0.946930024575778,-1.87490684005214
293,-0.95361091024958,-1.87142965492004
293.20001,-0.964031767141975,-1.87222871138174
293.39999,-0.976957148970485,-1.87684598539854
293.60001,-0.990872881607373,-1.88451973929584
293.80002,-1.00415210871547,-1.89428222285224
294,-1.01517597963188,-1.90503502918114
294.20001,-1.02247867872617,-1.91563832824064
294.39999,-1.02487300662568,-1.92502510561424
294.60001,-1.02156294376748,-1.93232378851394
294.80002,-1.01227649918978,-1.93696387020364
295,-0.997251206462181,-1.93872885069404
295.20001,-0.977135588062282,-1.93774255742534
295.39999,-0.95286515097618,-1.93441116784874
295.60001,-0.925571090621986,-1.92934217137674
295.80002,-0.896455078541479,-1.92324488579424
296,-0.866668800583781,-1.91681408376344
296.20001,-0.837181933684875,-1.91062121337004
296.39999,-0.808784573186173,-1.90504613690164
296.60001,-0.782047409525674,-1.90025804984184
296.80002,-0.757354095162086,-1.89624159715374
297,-0.734958897370177,-1.89282500704404
297.20001,-0.71493141194118,-1.88971404335304
297.39999,-0.697142514435882,-1.88654818887904
297.60001,-0.681375091035179,-1.88299036903344
297.80002,-0.667405660959574,-1.87882914525124
298,-0.655117313544579,-1.87403743185584
298.20001,-0.644491908391373,-1.86875332752784
298.39999,-0.635577584018378,-1.86320688616744
298.60001,-0.628432929096775,-1.85764751080304
298.80002,-0.623108516748985,-1.85229911348014
299,-0.619656796138585,-1.84732462833344
299.20001,-0.617993978315184,-1.84278107326694
299.39999,-0.617856048542379,-1.83857995168074
299.60001,-0.618746251693281,-1.83449153727954
299.80002,-0.620027182781186,-1.83019635705494
300,-0.621056901913775,-1.82534353108264
300.20001,-0.62120032242278,-1.81956803657264
300.39999,-0.619834742600986,-1.81247631607204
300.60001,-0.616407384737784,-1.80364707599394
300.80002,-0.610436453761182,-1.79267925992864
301,-0.601694924571575,-1.77927130484854
301.20001,-0.590250418690275,-1.76328929688144
301.39999,-0.576494432411181,-1.74479747666684
301.60001,-0.561061001876283,-1.72405775634614
301.80002,-0.544721973226686,-1.70152144531454
302,-0.528361144459581,-1.67781520319964
302.20001,-0.512868437556776,-1.65369672430924
302.39999,-0.499030745459379,-1.62997279393564
302.60001,-0.487430235816973,-1.60739994011834
302.80002,-0.478387426295285,-1.58660517479514
303,-0.472001374415882,-1.56804096180494
303.20001,-0.468136943377274,-1.55194248704364
303.39999,-0.466429976669275,-1.53827914977124
303.60001,-0.466219624451682,-1.52671923134744
303.80002,-0.466644846962083,-1.51664829256634
304,-0.466710062160573,-1.50724684376614
304.20001,-0.465521586037383,-1.49760077541654
304.39999,-0.462365620970076,-1.48679015388954
304.60001,-0.456739489855082,-1.47393905563424
304.80002,-0.448326121810382,-1.45825325381564
305,-0.436968389003781,-1.43907536677504
305.20001,-0.422717080849083,-1.41596157745144
305.39999,-0.405890307538982,-1.38875660034894
305.60001,-0.387129578159076,-1.35765972009554
305.80002,-0.367383750203274,-1.32323213353334
306,-0.347801349303282,-1.28634049938894
306.20001,-0.329663372362575,-1.24806324156224
306.39999,-0.314175883506181,-1.20959167732654
306.60001,-0.302442211965087,-1.17214490127624
306.80002,-0.295380883316881,-1.13689060628534
307,-0.293612047734385,-1.10485710306094
307.20001,-0.297410600386385,-1.07684029021364
307.39999,-0.30658692609498,-1.05331963113434
307.60001,-0.320543841324778,-1.03443470369274
307.80002,-0.33834553374038,-1.01998944438934
308,-0.358879659507181,-1.00949485632064
308.20001,-0.380911308609782,-1.00219461808864
308.39999,-0.403197194677077,-0.997098142403043
308.60001,-0.424543745335384,-0.993026750753742
308.80002,-0.443887869208083,-0.988696124266742
309,-0.460392742558284,-0.982821235589142
309.20001,-0.473455176766279,-0.974220888181844
309.39999,-0.482701509001075,-0.961914571937843
309.60001,-0.487972684644276,-0.945217808308343
309.80002,-0.489350184585675,-0.923819264083242
310,-0.487105139641272,-0.897817819426741
310.20001,-0.481695828488981,-0.867694362425443
310.39999,-0.473670151216282,-0.834233896119844
310.60001,-0.463638270431986,-0.798431568714143
310.80002,-0.452252303878979,-0.761407494028845
311,-0.440197204116174,-0.724325608094343
311.20001,-0.428158315126879,-0.688299251077243
311.39999,-0.416742742675382,-0.654292846121944
311.60001,-0.406412475078184,-0.623053489354444
311.80002,-0.397482394457086,-0.595102386821044
312,-0.390196255656875,-0.570760165931944
312.20001,-0.384692833228783,-0.550176562623843
312.39999,-0.381074645914879,-0.533351133968544
312.60001,-0.379395422559085,-0.520164531955743
312.80002,-0.379714736495174,-0.510444810629842
313,-0.38219337670138,-0.504044746540142
313.20001,-0.387142761172086,-0.500882993539843
313.39999,-0.394913914572683,-0.500910688013544
313.60001,-0.405700976691179,-0.504044312431041
313.80002,-0.419477914182977,-0.510114534903142
314,-0.435910998125877,-0.518851677246243
314.20001,-0.454450972364185,-0.529892903325944
314.39999,-0.474348378932476,-0.542771429262842
314.60001,-0.494673595780583,-0.556878980536343
314.80002,-0.514319717585877,-0.571421090508242
315,-0.532054503973484,-0.585424065425045
315.20001,-0.546588012205376,-0.597787415898843
315.39999,-0.556703441430173,-0.607374044081844
315.60001,-0.561319113682984,-0.613104596009244
315.80002,-0.559498105077381,-0.614064250098842
316,-0.550582985521586,-0.609615265587344
316.20001,-0.534255351306584,-0.599494294355043
316.39999,-0.510598854891384,-0.583871476519743
316.60001,-0.480139346782082,-0.563350735886342
316.80002,-0.443827634483284,-0.538929242571442
317,-0.402999240507782,-0.511927230094042
317.20001,-0.359344898584084,-0.483892999609143
317.39999,-0.31478896080128,-0.456487253098043
317.60001,-0.271344843282776,-0.431359346616144
317.80002,-0.231011726037778,-0.410034632011442
318,-0.195570184151279,-0.393837352802045
318.20001,-0.166575984958882,-0.383854244559043
318.39999,-0.145276472112073,-0.380902828381242
318.60001,-0.132519166455779,-0.385497358473245
318.80002,-0.128717206942582,-0.397800442699143
319,-0.13377401181468,-0.417570475018142
319.20001,-0.147044885964476,-0.444134823290543
319.39999,-0.167331551905576,-0.476392080449543
319.60001,-0.192988007478277,-0.512861699563644
319.80002,-0.22205164490768,-0.551781514591642
320,-0.252391082651585,-0.591240332146942
320.20001,-0.281973447884383,-0.629322798675645
320.39999,-0.308932500434082,-0.664223942742442
320.60001,-0.331705310208079,-0.694335479782243
320.80002,-0.349052387319773,-0.718307773437843
321,-0.360047026863981,-0.735111477530243
321.20001,-0.364166775438775,-0.744101168373945
321.39999,-0.361280628328885,-0.745075621180043
321.60001,-0.351701232707185,-0.738315450376842
321.80002,-0.336116472869477,-0.724569282881443
322,-0.315511042022379,-0.704972193308745
322.20001,-0.291039161588174,-0.680925332551642
322.39999,-0.263860874978377,-0.653968220657642
322.60001,-0.235117122786278,-0.625669794293042
322.80002,-0.205891613800773,-0.597546653004642
323,-0.177211988525585,-0.571007324184542
323.20001,-0.150013993943574,-0.547288010758741
323.39999,-0.125092468493278,-0.527397723583043
323.60001,-0.103017998847676,-0.512090077462343
323.80002,-0.0842058994687847,-0.501872904447044
324,-0.068952305507878,-0.497046055091644
324.20001,-0.0574432337431858,-0.497723209889344
324.39999,-0.0497932834731785,-0.503813711865345
324.60001,-0.0459798216951839,-0.514986392308742
324.80002,-0.0458536858765797,-0.530653177918843
325,-0.0491346393080789,-0.549982419569343
325.20001,-0.0554963735413736,-0.571955873059643
325.39999,-0.0645631006913732,-0.595418081949944
325.60001,-0.0758936202416862,-0.619080351639642
325.80002,-0.0889500487212729,-0.641602321019743
326,-0.103063859957686,-0.661652587993544
326.20001,-0.117470093047586,-0.677978348149342
326.39999,-0.131416861279675,-0.689469341103443
326.60001,-0.144228241515776,-0.695219427497744
326.80002,-0.155372265651579,-0.694555823486244
327,-0.164422601189386,-0.687049498429545
327.20001,-0.171068528263675,-0.672534761677945
327.39999,-0.17516727551498,-0.651150252479944
327.60001,-0.176775450970879,-0.623395894348143
327.80002,-0.176122457954378,-0.590158367033244
328,-0.173610935641477,-0.552684292303642
328.20001,-0.169712087876874,-0.512503979240943
328.39999,-0.164925291546382,-0.471346108093542
328.60001,-0.159787872527573,-0.431042629587544
328.80002,-0.154870461953877,-0.393406272742944
329,-0.150711668106084,-0.360033269350144
329.20001,-0.147744605067984,-0.332173812038143
329.39999,-0.146217013691086,-0.310634366228342
329.60001,-0.146192225287379,-0.295742462210043
329.80002,-0.147645559326079,-0.287387932709144
330,-0.150500886183778,-0.285075150069044
330.20001,-0.15457965732368,-0.287941140508842
330.39999,-0.159496359590676,-0.294767943896645
330.60001,-0.164681857724176,-0.304055495756643
330.80002,-0.169485397016985,-0.314146700263642
331,-0.173302152535385,-0.323359992954444
331.20001,-0.175634091613176,-0.330064163957342
331.39999,-0.176087505655175,-0.332800209078645
331.60001,-0.174399866432481,-0.330367429852544
331.80002,-0.170445918460274,-0.321919977579743
332,-0.164340184724679,-0.307050433032842
332.20001,-0.156419809334579,-0.285818254090643
332.39999,-0.147149110792981,-0.258701319453344
332.60001,-0.136993225094784,-0.226523361177343
332.80002,-0.126411158748681,-0.190405547051942
333,-0.115888464794182,-0.151735833557645
333.20001,-0.105964702056582,-0.112101321803845
333.39999,-0.0971582110332747,-0.0731451175724445
333.60001,-0.0898323917677857,-0.0364013904901448
333.80002,-0.0841321451295727,-0.00316283666434458
334,-0.0800273683385768,0.0256132388759553
334.20001,-0.0773760383199829,0.0493011419924585
334.39999,-0.0760102028242784,0.0676223838993586
334.60001,-0.0756227274677741,0.0806953348222557
334.80002,-0.0757832526438733,0.0890515969920571
335,-0.0759024645538773,0.0936043754326583
335.20001,-0.0753355071220767,0.0955740154869567
335.39999,-0.0733125628560742,0.0964029899813568
335.60001,-0.0690126212720799,0.0976474483521557
335.80002,-0.0615992903239828,0.100840778290156
336,-0.0503516496832788,0.107337814084257
336.20001,-0.0347632063079857,0.118179840291656
336.39999,-0.0145960610913818,0.134017454258558
336.60001,0.0101033917479185,0.155085274652357
336.80002,0.0390054775295141,0.181197656609157
337,0.0714422635529246,0.211765473813959
337.20001,0.106431185485519,0.245839263466959
337.39999,0.142753573074714,0.282182059349257
337.60001,0.179056524400224,0.319380135113256
337.80002,0.213930205746721,0.355948098254356
338,0.245962299866918,0.390412920555658
338.20001,0.273856228420016,0.421400443021557
338.39999,0.296450708773122,0.447753123308356
338.60001,0.312932774284121,0.468662172749358
338.80002,0.322909825517314,0.483750820637656
339,0.326369239164322,0.493083822398457
339.20001,0.323657078875726,0.497149057200556
339.39999,0.315524725689826,0.496840453984156
339.60001,0.303137327025922,0.493423758500757
339.80002,0.288046662087822,0.488453924731658
340,0.272040285407726,0.483630326837758
340.20001,0.256984909026926,0.480624362135057
340.39999,0.244625925452425,0.480926257275655
340.60001,0.236464234195026,0.485739712775455
340.80002,0.233677827310814,0.495904705673159
341,0.236977051406114,0.511828927139057
341.20001,0.246500190191824,0.533440407280956
341.39999,0.261765460744726,0.560192571168155
341.60001,0.281812406450825,0.591132451275957
341.80002,0.305306095107426,0.624989097723155
342,0.330640962836014,0.660263664650156
342.20001,0.356062874328018,0.695312881267356
342.39999,0.37978943991132,0.728475431831956
342.60001,0.400203514788117,0.758234109697757
342.80002,0.416030077486425,0.783386629823156
343,0.426442133890816,0.803155130443155
343.20001,0.431021817109126,0.817240604799657
343.39999,0.429806084780324,0.825825861518556
343.60001,0.423197439850526,0.829550454405556
343.80002,0.412008085038522,0.829449030315455
344,0.397313573237227,0.826830588535955
344.20001,0.380358660586126,0.823105184119658
344.39999,0.362377131035018,0.819608475420758
344.60001,0.344498130172724,0.817488421427658
344.80002,0.327753734295115,0.817646718903259
345,0.313049752104021,0.820705893406458
345.20001,0.301087724228225,0.826994255280457
345.39999,0.292268032393423,0.836538857800356
345.60001,0.286668701606317,0.849095007249957
345.80002,0.283998219272718,0.864210759254956
346,0.283823872639417,0.881315141689356
346.20001,0.285536332048324,0.899799617454558
346.39999,0.288527662016321,0.919071124805257
346.60001,0.292226905502218,0.938584788794056
346.80002,0.296140321241225,0.957861775985158
347,0.299896764088018,0.976495892497358
347.20001,0.303179687577924,0.994154991743859
347.39999,0.305748230737422,1.01057430164586
347.60001,0.307406270518626,1.02555280194586
347.80002,0.308029566365121,1.03895417019276
348,0.307572727288118,1.05069843121256
348.20001,0.30606454162222,1.06074418950946
348.39999,0.30357080450392,1.06906406519926
348.60001,0.300179733773817,1.07561791856836
348.80002,0.296003479725215,1.08033790345606
349,0.291179102599727,1.08312402410486
349.20001,0.285814549749617,1.08385478284896
349.39999,0.280042228925723,1.08241221527756
349.60001,0.274019655664219,1.07872330882936
349.80002,0.267907662635125,1.07280516587286
350,0.261944404816518,1.06481287343356
350.20001,0.256413903048426,1.05507862516916
350.39999,0.251721749094216,1.04414320116876
350.60001,0.248348850408817,1.03274240625116
350.80002,0.246824161739227,1.02175901336936
351,0.247563768472119,1.01211604070456
351.20001,0.250751405866922,1.00465086476916
351.39999,0.25628488442922,1.00002421084666
351.60001,0.263823412840324,0.998684274590357
351.80002,0.272935495346914,1.00085761179286
352,0.283131004579118,1.00652626441696
352.20001,0.293897743894419,1.01538700443226
352.39999,0.304709252999714,1.02681623400276
352.60001,0.314992167294022,1.03989128296906
352.80002,0.324208497856716,1.05348547519026
353,0.331957984589224,1.06640075737636
353.20001,0.338088568953225,1.07749695226496
353.39999,0.342622659968427,1.08577732054086
353.60001,0.345783680574627,1.09045394273536
353.80002,0.347899619258527,1.09097999531376
354,0.349397955323127,1.08709208959636
354.20001,0.350830956779916,1.07883399060956
354.39999,0.352847961262327,1.06656069539426
354.60001,0.35617329627992,1.05090914933786
354.80002,0.361476990904421,1.03274086727306
355,0.369278198801425,1.01306375817786
355.20001,0.379907663303726,0.992951409701057
355.39999,0.393411442924815,0.973473334857157
355.60001,0.409564237993322,0.955632872781855
355.80002,0.427900944598719,0.940314034048257
356,0.447816424715015,0.928219282238857
356.20001,0.468549723847119,0.919804232351957
356.39999,0.489326217038226,0.915228250860256
356.60001,0.509331564290221,0.914322033369256
356.80002,0.527834135692117,0.916589956848458
357,0.544201019249215,0.921234760095256
357.20001,0.557863459567727,0.927213811979456
357.39999,0.568321765389115,0.933328337798457
357.60001,0.575186635077714,0.938349784144858
357.80002,0.578226021173123,0.941161271111955
358,0.577385314135213,0.940886861185856
358.20001,0.572911992794317,0.936980538929959
358.39999,0.565289254556618,0.929272709772256
358.60001,0.555296779389622,0.917979294072357
358.80002,0.543926239391524,0.903673894943857
359,0.532324671637227,0.887234510131858
359.20001,0.521685388273127,0.869748736570259
359.39999,0.513128108187914,0.852399046911756
359.60001,0.507586401294617,0.836350688155257
359.80002,0.505724836400617,0.822654431729557
360,0.507930057893816,0.812174290227858
360.20001,0.514274518690115,0.805525549680159
360.39999,0.524578542042519,0.803036397194855
360.60001,0.538359933108822,0.804716076602357
360.80002,0.554926451913317,0.810247631214356
361,0.573340097214015,0.819000832061356
361.20001,0.592444042491323,0.830072171220955
361.39999,0.610885252230219,0.842347464570157
361.60001,0.627185099028822,0.854590333413459
361.80002,0.639861806910915,0.865562798822158
362,0.647574395993118,0.874132985857756
362.20001,0.649206019501321,0.879357302623557
362.39999,0.643931252561117,0.880518491790557
362.60001,0.631266220952924,0.877149629993358
362.80002,0.611100637802423,0.869042918075756
363,0.583744977416316,0.856267999619256
363.20001,0.549915620426418,0.839183070503058
363.39999,0.510707543638119,0.818427427919957
363.60001,0.467599049877919,0.794903687767157
363.80002,0.422295591361021,0.769740406826056
364,0.376678836779718,0.744238072971857
364.20001,0.332690819239218,0.719802760560857
364.39999,0.292212301165918,0.697869267610756
364.60001,0.256955555882215,0.679818414892257
364.80002,0.228413566942422,0.666894778003957
365,0.20770770432982,0.660112840333955
365.20001,0.19549650765822,0.660153489990456
365.39999,0.191883334569027,0.667265553836359
365.60001,0.196369971688526,0.681208411282658
365.80002,0.207905855129127,0.701265742142056
366,0.225074748291917,0.726300807606357
366.20001,0.24618249049162,0.754834345838656
366.39999,0.269397404520518,0.785120455032057
366.60001,0.292809610881619,0.815233375089157
366.80002,0.314529209275122,0.843201995081856
367,0.332921797847121,0.867189033527357
367.20001,0.346720668185924,0.885675919109456
367.39999,0.355070721797418,0.897566147857656
367.60001,0.357597370548518,0.902240835448758
367.80002,0.35428150332082,0.899580283796556
368,0.345541739141225,0.889979195305056
368.20001,0.332232085767615,0.874328312868457
368.39999,0.315588466661623,0.853938516113956
368.60001,0.297076963830421,0.830418042916858
368.80002,0.278163695834522,0.805487465865756
369,0.260153559779624,0.780828233257857
369.20001,0.244118042725319,0.757983667210858
369.39999,0.230859737801424,0.738289231933656
369.60001,0.220839980201518,0.722800209170856
369.80002,0.214189727215626,0.712231814140058
370,0.210686166551426,0.706928623812058
370.20001,0.209813164027921,0.706876304146459
370.39999,0.210884516876519,0.711743462783858
370.60001,0.213088085711021,0.720935560235358
370.80002,0.21556553859412,0.733665324976858
371,0.217635847227925,0.749042630227358
371.20001,0.21876179931202,0.766167831724456
371.39999,0.21863845453332,0.784191783085856
371.60001,0.217164769381625,0.802332936954755
371.80002,0.21435773005102,0.819865035067956
372,0.210350051730515,0.836140492734458
372.20001,0.205390450510322,0.850575923323856
372.39999,0.19993249126972,0.862664036411157
372.60001,0.194534058195117,0.871977381720257
372.80002,0.189839241134123,0.878155495118957
373,0.18646652285932,0.880917420301358
373.20001,0.184950232986623,0.880113363602458
373.39999,0.185728319779315,0.875792811928857
373.60001,0.189115536483627,0.868245844202658
373.80002,0.195261663582016,0.858000242074859
374,0.204105302989817,0.845785841687057
374.20001,0.215389895542828,0.832489862577155
374.39999,0.228751352534417,0.819103914179056
374.60001,0.243752924774924,0.806635094796356
374.80002,0.259883754113716,0.795995253968759
375,0.276530902770318,0.787887326463057
375.20001,0.292979728594816,0.782762674851355
375.39999,0.30853633501232,0.780792181861557
375.60001,0.322491518670716,0.781865553146655
375.80002,0.33421179902642,0.785626280740658
376,0.343154851587016,0.791513446615156
376.20001,0.348886257692527,0.798814231596456
376.39999,0.351122790603014,0.806729866189457
376.60001,0.349735746865321,0.814435562802657
376.80002,0.344791074817621,0.821135195127358
377,0.336586262565319,0.826125546987157
377.20001,0.325668941955627,0.828896102668157
377.39999,0.312901328652515,0.829184507609956
377.60001,0.299447300693416,0.826980836324058
377.80002,0.286611045935615,0.822504067470856
378,0.275691366056421,0.816150627043658
378.20001,0.267847868976418,0.808452931660057
378.39999,0.264077847832624,0.800080605698657
378.60001,0.265245295707615,0.791833660008457
378.80002,0.271964181513923,0.784590358631558
379,0.284508317113222,0.779207934857357
379.20001,0.302686475203814,0.776410295285157
379.39999,0.325879945912917,0.776714279640558
379.60001,0.353043567623416,0.780396280802957
379.80002,0.382919766294421,0.787485181280758
380,0.414092043506727,0.797749646714959
380.20001,0.445090329015315,0.810678514839257
380.39999,0.474449615117223,0.825480847176255
380.60001,0.500767539929726,0.841124610711756
380.80002,0.522776202405524,0.856416751674757
381,0.539493046275723,0.870114565978955
381.20001,0.550220607204722,0.881039355891456
381.39999,0.554612690405719,0.888180024326658
381.60001,0.552601008553125,0.890769890045156
381.80002,0.544386362744817,0.888351535334255
382,0.530420329747514,0.880825486525257
382.20001,0.511438343588324,0.868491238178756
382.39999,0.488420181357924,0.852039002500856
382.60001,0.462530784006816,0.832489643552957
382.80002,0.435037042479223,0.811083393608758
383,0.407155070317117,0.789166296051256
383.20001,0.380011345733323,0.768104482955756
383.39999,0.354624039438519,0.749226921850656
383.60001,0.331892895744218,0.733757463235257
383.80002,0.312507209299014,0.722731002722757
384,0.296885498626224,0.716891607582056
384.20001,0.285141663309418,0.716619538106755
384.39999,0.27714793615462,0.721908416442258
384.60001,0.272632950919117,0.732384657100358
384.80002,0.271223698754525,0.747325716161956
385,0.272464544655819,0.765683218617557
385.20001,0.275808479991625,0.786133038875057
385.39999,0.280599180338115,0.807156695957556
385.60001,0.286127216408516,0.827154610085557
385.80002,0.291617145681926,0.844564584071556
386,0.29627226060002,0.857973082321756
386.20001,0.299323336829417,0.866220072552157
386.39999,0.300135432846417,0.868504011835157
386.60001,0.298318472346125,0.864469663302955
386.80002,0.293820637789722,0.854251785000056
387,0.286899064008622,0.838459886744658
387.20001,0.278089780047623,0.818105571839958
387.39999,0.268098316648917,0.794490271339157
387.60001,0.257640845750316,0.769089189076457
387.80002,0.247375592941125,0.743450497432058
388,0.237930873034315,0.719123242477458
388.20001,0.229865909710014,0.697573534172857
388.39999,0.22366769475282,0.680074796477758
388.60001,0.219646742250319,0.667578456443856
388.80002,0.217888404518618,0.660600796034657
389,0.218246596166125,0.659172519620459
389.20001,0.220402143165714,0.662868403599358
389.39999,0.223944693354426,0.670879937659755
389.60001,0.228402366585726,0.682091453566155
389.80002,0.233205719561227,0.695145046617256
390,0.237635171719219,0.708509203407957
390.20001,0.240848356730922,0.720597494622357
390.39999,0.242070988783325,0.729935282667459
390.60001,0.240760077112228,0.735308805832858
390.80002,0.236679306330217,0.735853590382856
391,0.229850236363916,0.731075360335858
391.20001,0.220579600074615,0.720860368673357
391.39999,0.209406012208518,0.705475789454756
391.60001,0.197117977437117,0.685564512494558
391.80002,0.184632794041917,0.662089585129358
392,0.172913036747815,0.636246997017558
392.20001,0.162841887849027,0.609368703421058
392.39999,0.155218016115825,0.582848657774555
392.60001,0.150732345864228,0.558063703935556
392.80002,0.149915658717717,0.536256477965956
393,0.153052800449927,0.518386811088956
393.20001,0.160016139243425,0.505002008556556
393.39999,0.170374331193514,0.496206393526457
393.60001,0.183442173176815,0.491720316600258
393.80002,0.198491945951716,0.490980867455658
394,0.214760246410123,0.493220554260656
394.20001,0.231548681787928,0.497524948796055
394.39999,0.248113085347214,0.502894339073858
394.60001,0.263771867423017,0.508328620163656
394.80002,0.277942381025923,0.512938525262058
395,0.290271144304825,0.516021667048658
395.20001,0.300538785313222,0.517092097529556
395.39999,0.308653680809528,0.515866148043056
395.60001,0.31454052870032,0.512232689262657
395.80002,0.318196471861526,0.506231032526156
396,0.319631643255917,0.498025034378458
396.20001,0.318947766575519,0.487870696307958
396.39999,0.316232706108622,0.476069724954758
396.60001,0.311612056887228,0.462937255855358
396.80002,0.305239900166526,0.448778825743759
397,0.297318867184714,0.433891304424758
