Time (s),X (m),Y (m)
134.40001,-0.579714236349176,-1.45592831842334
134.60001,-0.596723388260685,-1.45963386718594
134.8,-0.606493170712085,-1.45649896726704
135,-0.609012139664685,-1.44634386000084
135.2,-0.604720768901586,-1.42939266134914
135.40001,-0.594481807355876,-1.40628461839104
135.60001,-0.579511694840278,-1.37804521160214
135.8,-0.561263281944278,-1.34602782447114
136,-0.541330814257478,-1.31184342581964
136.2,-0.521381936063776,-1.27727719064144
136.40001,-0.503116915486075,-1.24418320979614
136.60001,-0.488131289035579,-1.21436064763174
136.8,-0.477897559503575,-1.18942801900184
137,-0.473653604278283,-1.17071879398264
137.2,-0.476380247465983,-1.15920150138894
137.40001,-0.486699052537986,-1.15541857679584
137.60001,-0.504826763419985,-1.15946668324524
137.8,-0.530593320973878,-1.17100539123384
138,-0.563401562700477,-1.18930630209354
138.2,-0.602270827749877,-1.21330663112154
138.40001,-0.645814091131285,-1.24163804497134
138.60001,-0.692232519906085,-1.27265801206034
138.8,-0.739413428369574,-1.30450303159794
139,-0.785026532554582,-1.33519302034014
139.2,-0.826852406386877,-1.36277357456944
139.40001,-0.862883818167774,-1.38543609960884
139.60001,-0.891448052083177,-1.40158360568834
139.8,-0.911205186718675,-1.40988411249764
140,-0.921181444503176,-1.40936018520574
140.2,-0.920883497985074,-1.39950317003374
140.40001,-0.910406917400678,-1.38037611855144
140.60001,-0.890437925303473,-1.35266411292914
140.8,-0.862275503402785,-1.31765988891524
141,-0.827684431506583,-1.27719539712314
141.2,-0.788836246574377,-1.23353625797074
141.40001,-0.74817307356868,-1.18924500360724
141.60001,-0.708163836581278,-1.14701585615994
141.8,-0.67123403531798,-1.10948826277834
142,-0.639503977116974,-1.07906231086154
142.2,-0.614696677176482,-1.05773523435994
142.40001,-0.598067836021386,-1.04697672445154
142.60001,-0.590309011123082,-1.04764322709444
142.8,-0.591584989459278,-1.05992654981104
143,-0.601489881998774,-1.08333226736474
143.2,-0.619040011076976,-1.11668807483064
143.40001,-0.642676622073083,-1.15818772349734
143.60001,-0.670382901101277,-1.20547760986534
143.8,-0.699730829310781,-1.25579866335274
144,-0.728172991400683,-1.30617794933134
144.2,-0.753195364194781,-1.35364917611734
144.40001,-0.772570043832786,-1.39547569643334
144.60001,-0.784563301396275,-1.42934498267374
144.8,-0.788019211389084,-1.45352126890974
145,-0.782479098299874,-1.46695019765734
145.2,-0.768172703791677,-1.46930685485454
145.40001,-0.745962750999979,-1.46099299187554
145.60001,-0.717218964993577,-1.44307345151864
145.8,-0.683664816068074,-1.41717999442194
146,-0.647253750082982,-1.38539005015414
146.2,-0.609948604183984,-1.35008820879464
146.40001,-0.573669590292383,-1.31379977506944
146.60001,-0.540123929379973,-1.27901863294144
146.8,-0.510753776696973,-1.24804354095734
147,-0.486652979021073,-1.22284846990774
147.2,-0.46857415334128,-1.20499445085814
147.40001,-0.456878793897573,-1.19556613159024
147.60001,-0.451541058456783,-1.19512975263444
147.8,-0.452124354315785,-1.20371739291804
148,-0.457825541467386,-1.22084184321914
148.2,-0.46757738356628,-1.24556264214104
148.40001,-0.480172676814476,-1.27657694826444
148.60001,-0.494405188405381,-1.31231474823404
148.8,-0.509126050662374,-1.35100776559734
149,-0.523280599524881,-1.39074213712264
149.2,-0.535873549108885,-1.42951875788624
149.40001,-0.54600761406418,-1.46533536759934
149.60001,-0.552932188325485,-1.49629810225344
149.8,-0.556101216140476,-1.52075459662924
150,-0.555212336791982,-1.53742039379064
150.2,-0.550235676802473,-1.54546662761644
150.40001,-0.541327628310086,-1.54455933377484
150.60001,-0.528850533311385,-1.53487442342064
150.8,-0.513369579387486,-1.51709888751064
151,-0.495729211510778,-1.49241411977564
151.2,-0.477067166911979,-1.46243719632804
151.40001,-0.458778643620178,-1.42911509124854
151.60001,-0.442349587622473,-1.39458025219564
151.8,-0.429272125133878,-1.36100937299464
152,-0.420898902293175,-1.33050465427764
152.2,-0.418353545989177,-1.30499679492154
152.40001,-0.422477197012981,-1.28614323975874
152.60001,-0.433723055083078,-1.27521466707014
152.8,-0.452066543173373,-1.27299620047574
153,-0.476999955172076,-1.27972520572654
153.2,-0.507593212091876,-1.29507564785974
153.40001,-0.542545670755786,-1.31817216715704
153.60001,-0.580263744388475,-1.34761249320854
153.8,-0.618899967566875,-1.38151545758184
154,-0.656467223550678,-1.41762413053464
154.2,-0.691009444807179,-1.45348136320664
154.40001,-0.720795820378484,-1.48665227169664
154.60001,-0.744494801243874,-1.51492448667244
154.8,-0.761228415159977,-1.53645010441604
155,-0.77053354735348,-1.54984372768654
155.2,-0.772412775039285,-1.55426962529084
155.40001,-0.767371089608773,-1.54951306855414
155.60001,-0.756429350405185,-1.53601665647094
155.8,-0.741003507492778,-1.51484482813745
156,-0.722824093860879,-1.48757148078674
156.2,-0.703720497263475,-1.45612738572414
156.40001,-0.685438700015581,-1.42265643979504
156.60001,-0.669667154117974,-1.38938527189174
156.8,-0.657854483644485,-1.35848028200714
157,-0.651135384358781,-1.33188449327044
157.2,-0.650202109505784,-1.31116938543284
157.40001,-0.655225368071285,-1.29743554261634
157.60001,-0.665889108821176,-1.29128584731294
157.8,-0.681506834490975,-1.29284153795424
158,-0.701116381845083,-1.30178232951674
158.2,-0.723537528052475,-1.31738755622094
158.40001,-0.747529276099286,-1.33859030254074
158.60001,-0.77185903597848,-1.36404997802174
158.8,-0.795393304338674,-1.39224820772324
159,-0.81722080818318,-1.42159583712734
159.2,-0.836665201123182,-1.45054127055624
159.40001,-0.85330477321088,-1.47766344534314
159.60001,-0.866954849902086,-1.50174770094434
159.8,-0.877521631966573,-1.52181869142384
160,-0.884999840381582,-1.53716767405124
160.2,-0.889366054921581,-1.54736296196684
160.40001,-0.890598119231186,-1.55226885306965
160.60001,-0.888674546341676,-1.55204490872974
160.8,-0.883641025610686,-1.54711251024674
161,-0.875546672375577,-1.53808906657714
161.2,-0.864503490536677,-1.52572264350294
161.40001,-0.850684881601083,-1.51085809725854
161.60001,-0.834442841935584,-1.49443191715624
161.8,-0.816302066933275,-1.47745433081064
162,-0.796869644897782,-1.46094720489954
162.2,-0.776750108572173,-1.44585847411314
162.40001,-0.756474190844784,-1.43300531879034
162.60001,-0.736492208095385,-1.42305875128504
162.8,-0.717252738636674,-1.41655155324004
163,-0.699295645345472,-1.41389453265024
163.2,-0.683195697607175,-1.41536732505094
163.40001,-0.669566948677584,-1.42109109864144
163.60001,-0.658914411129885,-1.43100333285774
163.8,-0.651609033775486,-1.44484081404384
164,-0.647797110525886,-1.46213326947414
164.2,-0.647362438588573,-1.48221460018894
164.40001,-0.64996441781058,-1.50424902652774
164.60001,-0.655057132160181,-1.52728196463064
164.8,-0.661931751018685,-1.55028251682194
165,-0.669735714714676,-1.57217196137454
165.2,-0.677528193420486,-1.59184786809514
165.40001,-0.684277548816581,-1.60822926981604
165.60001,-0.689011166232078,-1.62035016306064
165.8,-0.69096648660728,-1.62747201969344
166,-0.689616019563374,-1.62917681952884
166.2,-0.684707284261975,-1.62539365330004
166.40001,-0.676189025212878,-1.61639071673664
166.60001,-0.664213704966073,-1.60276105438424
166.8,-0.649163862748281,-1.58540742705364
167,-0.631704528069477,-1.56550205761734
167.2,-0.61276226630828,-1.54441044186404
167.40001,-0.593455006353281,-1.52357277615194
167.60001,-0.574992623997474,-1.50439702339034
167.8,-0.558575394272381,-1.48816769854334
168,-0.545311879699284,-1.47597611195444
168.2,-0.53608877930958,-1.46864470061584
168.40001,-0.531466301923274,-1.46665656286514
168.60001,-0.531593543371983,-1.47010704412664
168.8,-0.536202600886284,-1.47868469560554
169,-0.544626659662683,-1.49169462752294
169.2,-0.555896258797773,-1.50809438020134
169.40001,-0.568727267578183,-1.52650439118534
169.60001,-0.58162696571388,-1.54527608497684
169.8,-0.593015968167478,-1.56262152249574
170,-0.601369298047786,-1.57675900351234
170.2,-0.605415538444675,-1.58607603851644
170.40001,-0.604282810218379,-1.58928111276894
170.60001,-0.597555083577774,-1.58552051087384
170.8,-0.585329840307381,-1.57445089767674
171,-0.568274311628983,-1.55626285156754
171.2,-0.547512063791174,-1.53165313180644
171.40001,-0.524543344766286,-1.50175135567614
171.60001,-0.501143092801286,-1.46801252932454
171.8,-0.47917842831508,-1.43209152577894
172,-0.46048812253558,-1.39571405590284
172.2,-0.446744795787083,-1.36055405130284
172.40001,-0.439338701637382,-1.32812019266844
172.60001,-0.439259012707581,-1.29966277220974
172.8,-0.44704401625728,-1.27610230633834
173,-0.462738796090179,-1.25798368678534
173.2,-0.485849367915179,-1.24546159551564
173.40001,-0.515383388058183,-1.23831872459134
173.60001,-0.549931707737684,-1.23601497127384
173.8,-0.587755978171074,-1.23774989103004
174,-0.626909967998685,-1.24251801587124
174.2,-0.665324856577385,-1.24915280427284
174.40001,-0.700980746117679,-1.25638037204834
174.60001,-0.732070386301174,-1.26288332329754
174.8,-0.757140069417574,-1.26738934913294
175,-0.775247636293173,-1.26874375665744
175.2,-0.786001472769385,-1.26596207679484
175.40001,-0.789528967637679,-1.25826022927954
175.60001,-0.786384460656677,-1.24508573586834
175.8,-0.777477058544477,-1.22615493586714
176,-0.763914984692377,-1.20147272123994
176.2,-0.746879231395681,-1.17132739182094
176.40001,-0.727526307881874,-1.13626448999224
176.60001,-0.706841549008473,-1.09705333334894
176.8,-0.685606926267184,-1.05464286313884
177,-0.664461951656875,-1.01011799555194
177.2,-0.64390815601908,-0.964639713206044
177.40001,-0.624330786986477,-0.919387507334644
177.60001,-0.605997903989774,-0.875509753529844
177.8,-0.589129573403781,-0.834086214870744
178,-0.573855716009874,-0.796075708695444
178.2,-0.560196500185185,-0.762280860089842
178.40001,-0.54810014472308,-0.733346696576444
178.60001,-0.537459659628183,-0.709771875300842
178.8,-0.528293262729875,-0.691940930589443
179,-0.520788387081083,-0.680131460182142
179.2,-0.515270702968877,-0.674457816579942
179.40001,-0.512033803173082,-0.674773057791342
179.60001,-0.511261973034777,-0.680593241441443
179.8,-0.51289622915948,-0.691070721375844
180,-0.516647797589783,-0.705018014594842
180.2,-0.52199159016368,-0.720958263310443
180.40001,-0.528134666191377,-0.737171409222743
180.60001,-0.533981229640375,-0.751725950688243
180.8,-0.538196778059273,-0.762581979934943
181,-0.539324035035278,-0.767760229651742
181.2,-0.535948169833475,-0.765495190457845
181.40001,-0.526837783194083,-0.754371832044544
181.60001,-0.511052647369482,-0.733448329044244
181.8,-0.488109882594387,-0.702370611516944
182,-0.458028555749976,-0.661461087612743
182.2,-0.421343246984179,-0.611754710891642
182.40001,-0.379084066350586,-0.554966545670744
182.60001,-0.332639002880981,-0.493352495800345
182.8,-0.283647746859586,-0.429568646002242
183,-0.233957790237881,-0.366540998232043
183.2,-0.18547309511888,-0.307249307239744
183.40001,-0.139978188752877,-0.254466295657842
183.60001,-0.0989970593224854,-0.210503078223343
183.8,-0.0636615434374761,-0.177010911605844
184,-0.034695100010083,-0.154861088450943
184.2,-0.012399906052579,-0.144100230446242
184.40001,0.00331486812281412,-0.143954670822744
184.60001,0.0129619805181136,-0.152887187567043
184.8,0.0174258906248213,-0.168719706215544
185,0.0178296539713188,-0.188833438215244
185.2,0.0154355529160171,-0.210413871986642
185.40001,0.0114874744859179,-0.230679296464142
185.60001,0.00717315450022227,-0.247059249227242
185.8,0.00360980952731893,-0.257312551632342
186,0.00178021680862628,-0.259694677572643
186.2,0.00243953370761574,-0.253093647595644
186.40001,0.00604665391021797,-0.237085970547042
186.60001,0.0128131923237191,-0.211921778262244
186.8,0.0226994336935178,-0.178441459755042
187,0.0355018197824251,-0.137955350686742
187.2,0.0508879317253275,-0.0921117730440422
187.40001,0.0683834757625164,-0.0427478071333418
187.60001,0.0874850655858239,0.00831248805265616
187.8,0.107739005611521,0.0594146407928555
188,0.128817368829218,0.109189210214957
188.2,0.150590115322927,0.156630616852755
188.40001,0.173045281951715,0.201098994382356
188.60001,0.196184768167313,0.242271116709457
188.8,0.219943774995016,0.280082870604957
189,0.244187653313418,0.314679352206557
189.2,0.268683504499819,0.346370069525257
189.40001,0.293073645204117,0.375558788911658
189.60001,0.316852690834423,0.402663970118358
189.8,0.339374962227623,0.428050202325956
190,0.359892008871213,0.451994189221757
190.2,0.377677027905023,0.474686896911056
190.40001,0.392135603039321,0.496248110963258
190.60001,0.402877676083222,0.516737786202455
190.8,0.409692715304416,0.536165881918357
191,0.41258961086902,0.554514468825058
191.2,0.411777514797123,0.571784654938956
191.40001,0.407721236369326,0.588046596398758
191.60001,0.401038169616527,0.603465423041758
191.8,0.392430559492922,0.618307557071056
192,0.382652276005814,0.632941564853258
192.2,0.372410146687017,0.647840140342758
192.40001,0.362382157295514,0.663569519403556
192.60001,0.353194849936216,0.680749719019158
192.8,0.345331136861617,0.699991942777658
193,0.339109975627522,0.721837160483656
193.2,0.334665392949717,0.746705141697557
193.40001,0.331983286027523,0.774854601907158
193.60001,0.330874406259724,0.806335910317856
193.8,0.330962455176419,0.840937565836157
194,0.331688965226618,0.878155486578859
194.2,0.332408766316021,0.917201979540558
194.40001,0.332514950243123,0.957052678693557
194.60001,0.331504597573314,0.996510201663156
194.8,0.329060896844027,1.03426070638316
195,0.325002194723325,1.06894120260696
195.2,0.319300453064614,1.09925480950146
195.40001,0.312143996099721,1.12412665597796
195.60001,0.303946325100327,1.14284537532446
195.8,0.295339096556816,1.15514527835696
196,0.286999315114826,1.16122323785866
196.2,0.279581745165416,1.16170711398086
196.40001,0.27367693476242,1.15761118613976
196.60001,0.269797178043518,1.15027588040266
196.8,0.268410292230826,1.14126145626356
197,0.269879412611616,1.13218799625606
197.2,0.274371408896414,1.12455525458466
197.40001,0.281790108630219,1.11959341647926
197.60001,0.291820090332919,1.11818504440126
197.8,0.303995576321327,1.12084798512466
198,0.317742394475019,1.12774311857986
198.2,0.332434780654125,1.13869615085026
198.40001,0.347412769373818,1.15323206133116
198.60001,0.362034972496417,1.17062275477746
198.8,0.375773808194325,1.18995913871126
199,0.388204967011816,1.21023660291166
199.2,0.399143645040823,1.23043456280866
199.40001,0.408594761169724,1.24957977195226
199.60001,0.416768151594027,1.26678815959556
199.8,0.423960140313326,1.28129351684066
200,0.430525545623524,1.29249047235306
200.2,0.436870238676619,1.29997931312466
200.40001,0.443437069334124,1.30361372368526
200.60001,0.450687366842516,1.30351246859426
200.8,0.459097679210018,1.30004579502646
201,0.469058169564022,1.29378381378736
201.2,0.480881997211924,1.28544974439566
201.40001,0.494718491106127,1.27585058221076
201.60001,0.510529524126724,1.26580437106886
201.8,0.52811663116492,1.25606453271956
202,0.547100014203025,1.24726573757646
202.2,0.566977456061821,1.23989798009766
202.40001,0.587228588418924,1.23429574785236
202.60001,0.607304687607027,1.23062524073326
202.8,0.626674268039423,1.22886578525826
203,0.644817748495626,1.22880318023946
203.2,0.661221717997819,1.23005517033026
203.40001,0.675426848797315,1.23211269913816
203.60001,0.687042993802322,1.23439491898196
203.8,0.695757979107427,1.23629396660266
204,0.701328052549627,1.23722852330506
204.2,0.703672580830315,1.23671138886496
204.40001,0.702874436312314,1.23440402481686
204.60001,0.699271469584218,1.23014441930486
204.8,0.693370753238227,1.22393864213246
205,0.685804995735722,1.21594768305836
205.2,0.677310414225914,1.20649848097306
205.40001,0.668749785492224,1.19610644679126
205.60001,0.661065470672526,1.18546272647616
205.8,0.655147094574517,1.17536706906096
206,0.651705153283118,1.16663985813496
206.2,0.651200405084026,1.16005316236886
206.40001,0.653953778352914,1.15629353202526
206.60001,0.660101945845426,1.15590471014976
206.8,0.669586425182516,1.15919355998866
207,0.682054718223327,1.16611527057796
207.2,0.696779599547327,1.17621544815066
207.40001,0.712747884842827,1.18868515715046
207.60001,0.728849646662823,1.20249558382896
207.8,0.743953061103426,1.21649202150726
208,0.756951242415525,1.22948093724406
208.2,0.766801849985626,1.24032274996756
208.40001,0.772566350084318,1.24803329444696
208.60001,0.773573454627524,1.25189254168026
208.8,0.769508360939014,1.25151701484756
209,0.760396853108915,1.24687127893146
209.2,0.746644812236013,1.23824446563856
209.40001,0.728933990207423,1.22622229079246
209.60001,0.708207334671926,1.21166161839436
209.8,0.685605241604819,1.19563428454486
210,0.662312032874723,1.17933736191446
210.2,0.639424220202017,1.16398635808086
210.40001,0.617843875658323,1.15071741911916
210.60001,0.598248653275121,1.14053230329806
210.8,0.581129306994427,1.13425947780746
211,0.566832996760425,1.13251196900506
211.2,0.55545295508162,1.13563921239636
211.40001,0.546894913249119,1.14369481865686
211.60001,0.540801058773724,1.15644548952716
211.8,0.536709108090818,1.17342743897116
212,0.534114752947119,1.19401776139336
212.2,0.532553667158325,1.21749849698336
212.40001,0.531658312050922,1.24308901476676
212.60001,0.531096067533127,1.26994268884586
212.8,0.530544846855122,1.29712628310116
213,0.529636716385127,1.32363054068466
213.2,0.528035096397716,1.34841992952416
213.40001,0.525552892132822,1.37051575370256
213.60001,0.522122289083015,1.38906582056306
213.8,0.51777126401042,1.40338584283136
214,0.512507997673822,1.41294876671006
214.2,0.506216860235227,1.41739516705456
214.40001,0.498753192569524,1.41659170225086
214.60001,0.489981779633325,1.41068906613576
214.8,0.479877007809719,1.40013453116096
215,0.468481320809815,1.38563774258326
215.2,0.455927799890418,1.36812613334076
215.40001,0.442387590165026,1.34870198144796
215.60001,0.42819789841792,1.32859861141316
215.8,0.413780650206519,1.30913085957596
216,0.399663466115527,1.29161096113616
216.2,0.386350156118823,1.27725108138196
216.40001,0.374321946390921,1.26709676617886
216.60001,0.364029819292824,1.26199521339726
216.8,0.355983860313117,1.26256592603886
217,0.350664097087119,1.26914888401136
217.2,0.348462851750227,1.28174027019166
217.40001,0.34959821736652,1.29995267016416
217.60001,0.354105695586327,1.32301877699616
217.8,0.361835082781326,1.34983956383476
218,0.372471302964414,1.37904860059696
218.2,0.385520934635622,1.40908048914886
218.40001,0.400364578741616,1.43825761899846
218.60001,0.416263302603326,1.46489925957326
218.8,0.432484873168718,1.48747114722746
219,0.448410318595421,1.50471858181046
219.2,0.463519062262222,1.51571412066056
219.40001,0.477395435856224,1.51989479639136
219.60001,0.489745179838423,1.51710381911186
219.8,0.500417466468221,1.50762806486366
220,0.509487931910215,1.49221284602946
220.2,0.517219216023022,1.47201555494886
220.40001,0.524063664595715,1.44850803343546
220.60001,0.530475762847814,1.42335331992726
220.8,0.536904362951518,1.39822913107146
221,0.543753034067819,1.37471673606656
221.2,0.551417597653725,1.35423622614216
221.40001,0.560309073492917,1.33798101870546
221.60001,0.57075934430452,1.32684183620396
221.8,0.582923765539817,1.32134062806836
222,0.596742412214226,1.32159806221716
222.2,0.611925527314227,1.32735713517526
222.40001,0.628022890731216,1.33803018055946
222.60001,0.64452285572672,1.35275525674866
222.8,0.660838133913416,1.37044695295306
223,0.676385060321223,1.38986851571956
223.2,0.690617189697122,1.40972436800616
223.40001,0.703139041605226,1.42875673207536
223.60001,0.713693635523526,1.44583105936246
223.8,0.722080225590318,1.45999824039606
224,0.728202255142719,1.47056404271946
224.2,0.732119276677423,1.47716521626436
224.40001,0.734055975549126,1.47981525455896
224.60001,0.734452977109314,1.47890069240866
224.8,0.73396166739542,1.47511099926256
225,0.733303382037022,1.46933159598846
225.2,0.733289405267925,1.46254257865866
225.40001,0.734763774046016,1.45573411533026
225.60001,0.738537158091418,1.44982431634256
225.8,0.745267663628923,1.44557529104856
226,0.755337603045319,1.44353029958546
226.2,0.768812347805721,1.44400391816196
226.40001,0.785444499303921,1.44710499572466
226.60001,0.804742804263427,1.45276516385416
226.8,0.825938038178123,1.46074405231186
227,0.848040234632322,1.47064777060516
227.2,0.869972099777314,1.48197642222396
227.40001,0.890666275335022,1.49419764307126
227.60001,0.909198675247723,1.50681006913886
227.8,0.924839965610119,1.51937186065616
228,0.937009412882418,1.53149508015656
228.2,0.945225296364214,1.54284898348846
228.40001,0.94913169818642,1.55319119392616
228.60001,0.948558103302418,1.56241005359026
228.8,0.943573940512323,1.57054274823656
229,0.934497021184427,1.57775558084276
229.2,0.921836796081919,1.58431810813686
229.40001,0.906288826142415,1.59053712952146
229.60001,0.888618158979014,1.59666412610766
229.8,0.86955351446052,1.60282281813406
230,0.849741603447427,1.60898149841216
230.2,0.829766201527619,1.61498753018976
230.40001,0.810206452047424,1.62063659571856
230.60001,0.791629125490914,1.62572743724246
230.8,0.774547928738414,1.63007422439496
231,0.759293627444521,1.63350028437686
231.2,0.746029135889927,1.63587634392146
231.40001,0.734864844671918,1.63720468989616
231.60001,0.72592873308912,1.63768102547436
231.8,0.719364543013114,1.63768123081106
232,0.715190593331826,1.63768075447086
232.2,0.713291824650227,1.63817564034526
232.40001,0.713396735164324,1.63965595511086
232.60001,0.715248009712823,1.64259688953646
232.8,0.718619513314025,1.64740494874776
233,0.723201077207321,1.65432345800276
233.2,0.728637772393327,1.66336536784396
233.40001,0.734506904916927,1.67432051008416
233.60001,0.740413807319726,1.68681925962596
233.8,0.746085685979224,1.70038278403396
234,0.75127221991562,1.71443970470606
234.2,0.755677955056314,1.72833537919896
234.40001,0.758927884206116,1.74137828457396
234.60001,0.760673749690923,1.75292518403866
234.8,0.760696085652526,1.76245623386816
235,0.758898047798624,1.76958896762436
235.2,0.755308191070824,1.77405399069446
235.40001,0.750006458435323,1.77566718168456
235.60001,0.743116532632215,1.77432351443336
235.8,0.734834799339922,1.76999224251066
236,0.725302572526616,1.76269235650466
236.2,0.714526107868124,1.75247010712456
236.40001,0.70242404623842,1.73941720444886
236.60001,0.688840844908214,1.72373249356476
236.8,0.673735726370722,1.70577953446276
237,0.657196297644816,1.68609186155546
237.2,0.639488197029721,1.66533286331746
237.40001,0.620996078290617,1.64424364735006
237.60001,0.602258735939827,1.62360976738826
237.8,0.584012578034418,1.60423001460466
238,0.567119898922627,1.58687319729426
238.2,0.552485529114819,1.57220563062986
238.40001,0.540969156889517,1.56072196142936
238.60001,0.533319097332324,1.55269948277556
238.8,0.530094288999322,1.54817174059566
239,0.531623100862319,1.54690754991366
239.2,0.537959572644027,1.54840183135326
239.40001,0.548867076911918,1.55190064775276
239.60001,0.563807871570418,1.55646534127476
239.8,0.582017091427417,1.56105981051706
240,0.602584558190216,1.56463920412106
240.2,0.624392818091721,1.56623054003356
240.40001,0.64623699333022,1.56501252977226
240.60001,0.666929816864126,1.56039149304896
240.8,0.685406248615323,1.55203851486806
241,0.70072503123582,1.53988201749166
241.2,0.712197093040615,1.52405499707536
241.40001,0.719364194072014,1.50484044654286
241.60001,0.722091947068023,1.48262984325006
241.8,0.720552506723223,1.45788514655496
242,0.715189755198722,1.43109350850696
242.2,0.706577343173024,1.40270780055626
242.40001,0.695313756040022,1.37311430491986
242.60001,0.681965805400921,1.34265040675676
242.8,0.667142321612118,1.31165098057046
243,0.651406736193721,1.28047258273726
243.2,0.635335894766016,1.24948246935346
243.40001,0.619384253885016,1.21902847007876
243.60001,0.603924614248214,1.18942721642986
243.8,0.589247805686327,1.16097648045096
244,0.575610854000118,1.13397756150386
244.2,0.563355585626823,1.10874335714556
244.40001,0.552799511835019,1.08558283157626
244.60001,0.544231590558425,1.06477215070156
244.8,0.537885875418027,1.04653268495596
245,0.53388777027412,1.03101672611116
245.2,0.532346969397821,1.01831340821066
245.40001,0.533331917202617,1.00845165697306
245.60001,0.536936107783319,1.00138806639536
245.8,0.543179041141514,0.996964100222456
246,0.551908330845023,0.994836018107357
246.2,0.562659420899024,0.994415542997157
246.40001,0.574692617658016,0.994869429571857
246.60001,0.58701297608782,0.995189480693856
246.8,0.598558451127019,0.994293074992957
247,0.608284144391519,0.991099646899755
247.2,0.615218987217418,0.984589619409459
247.40001,0.618476483302018,0.973845772479656
247.60001,0.617231567875422,0.958118853084358
247.8,0.610897939445025,0.936909846999257
248,0.599100854258225,0.910044594502157
248.2,0.581784715525018,0.877711925606455
248.40001,0.559196280314424,0.840459649920558
248.60001,0.531823641621827,0.799158831859458
248.8,0.500397268239823,0.754955343525555
249,0.465838881483421,0.709210719824057
249.2,0.429290689539016,0.663430014020957
249.40001,0.391985779909419,0.619177324761857
249.60001,0.355231081757225,0.577980918738657
249.8,0.32029573256392,0.541226972011256
250,0.288272253622921,0.510052804208456
250.2,0.259988821852815,0.485250487295058
250.40001,0.235955383156224,0.467196177746658
250.60001,0.216360634094215,0.455819051730757
250.8,0.201093811554415,0.450608343296658
251,0.189836499357227,0.450642179176057
251.2,0.182098321218817,0.454641017037158
251.40001,0.177229229004425,0.461050416896256
251.60001,0.174494557444518,0.468158509580057
251.8,0.173124719942919,0.474245816396255
252,0.172382482346919,0.477732699282857
252.2,0.17154981389902,0.477311526550658
252.40001,0.169986914669323,0.472037082239758
252.60001,0.167121624847425,0.461370001858558
252.8,0.162451332771923,0.445175097457557
253,0.15554883702832,0.423680669544556
253.2,0.146103669010927,0.397404507323856
253.40001,0.133900461438827,0.367069443065859
253.60001,0.11885003246212,0.333509248837256
253.8,0.100929465077527,0.297582945339656
254,0.0801934847902146,0.260104224378257
254.2,0.0567530807434196,0.221793507369657
254.40001,0.0307224717231236,0.183264167109158
254.60001,0.00233187755522124,0.145040553006059
254.8,-0.0281299709258747,0.107590302098558
255,-0.0601770196518743,0.0713533875454573
255.2,-0.0931525873767782,0.0367561851810585
255.40001,-0.126259772823985,0.00422618504105543
255.60001,-0.158560489627575,-0.0258110978166428
255.8,-0.188975985673977,-0.0529470436629431
256,-0.216441631765079,-0.0768318132768435
256.20001,-0.240010985337577,-0.0972276157752425
256.39999,-0.258955776673176,-0.114038407853641
256.60001,-0.272832167133373,-0.127315467854242
256.80002,-0.281431079331782,-0.137257125192644
257,-0.284843894528279,-0.144228790486842
257.20001,-0.283488020828884,-0.148799479663143
257.39999,-0.278092174920474,-0.151768511960743
257.60001,-0.269648510475776,-0.154128596334441
257.80002,-0.259269652119684,-0.156990629701344
258,-0.248067467838084,-0.161489832735544
258.20001,-0.237083631805675,-0.168718065182045
258.39999,-0.227280019971374,-0.179679315678044
258.60001,-0.219535334941483,-0.195244668098145
258.80002,-0.214632854590874,-0.216086261636242
259,-0.213120922279984,-0.242595861810845
259.20001,-0.215298607605575,-0.274829082112042
259.39999,-0.221207015599674,-0.312497803236443
259.60001,-0.230645591478179,-0.355002625752544
259.80002,-0.243265659526386,-0.401487353963542
260,-0.258548394993881,-0.450889659953944
260.20001,-0.275868337319977,-0.501991228131544
260.39999,-0.294505629595776,-0.553469446730542
260.60001,-0.313646398134978,-0.603952212415443
260.80002,-0.332393752174085,-0.652040870965042
261,-0.349788745490784,-0.696381471619844
261.20001,-0.364864944092176,-0.735770518428144
261.39999,-0.376723195012673,-0.769239711493544
261.60001,-0.384607800779676,-0.796128430241442
261.80002,-0.387960856107483,-0.816133257838445
262,-0.386545618393185,-0.829329892767344
262.20001,-0.380397235878675,-0.836176997172942
262.39999,-0.369905412158474,-0.837505529166243
262.60001,-0.355792246988983,-0.834478972485844
262.80002,-0.33903241219268,-0.828526034866844
263,-0.320742639425774,-0.821247772534843
263.20001,-0.302147735045779,-0.814313483245645
263.39999,-0.284531122969781,-0.809406114041842
263.60001,-0.269269818517174,-0.808171297662742
263.80002,-0.257755436171976,-0.812125096369343
264,-0.251289954128183,-0.822522426240344
264.20001,-0.250974679651677,-0.840231114081842
264.39999,-0.257542207382286,-0.865649795781543
264.60001,-0.271394027975774,-0.898684631300643
264.80002,-0.292523405573178,-0.938756556617843
265,-0.320455943018473,-0.984807093206943
265.20001,-0.354183695352774,-1.03530033722624
265.39999,-0.392195836889485,-1.08830767899934
265.60001,-0.432617557783573,-1.14169375048624
265.80002,-0.473439917575774,-1.19328991828224
266,-0.512669015171483,-1.24103454204114
266.20001,-0.548422109040075,-1.28307015108984
266.39999,-0.579050789409678,-1.31783924591384
266.60001,-0.603275131700983,-1.34419781965754
266.80002,-0.620398385356779,-1.36152657205394
267,-0.63028766968938,-1.36978107751374
